date,gs10,term_spread_10y_1y,bog_amom
1995-06-01,6.17,0.5300000000000002,2.2345455513930412
1995-07-01,6.28,0.6900000000000004,3.0784793927276954
1995-08-01,6.49,0.7400000000000002,-1.095629320762792
1995-09-01,6.2,0.5800000000000001,2.2267711433532567
1995-10-01,6.04,0.4500000000000002,0.828247934492099
1995-11-01,5.93,0.5,7.091861775538666
1995-12-01,5.71,0.40000000000000036,19.927705443670508
1996-01-01,5.65,0.5600000000000005,-10.494850691708479
1996-02-01,5.81,0.8699999999999992,-15.136306772983598
1996-03-01,6.27,0.9299999999999997,14.051298385864385
1996-04-01,6.51,0.9699999999999998,8.192538920228554
1996-05-01,6.74,1.1000000000000005,-1.077188882165514
1996-06-01,6.91,1.1000000000000005,9.608823564818803
1996-07-01,6.87,1.0200000000000005,9.532545851784956
1996-08-01,6.64,0.9699999999999998,2.9744332773931292
1996-09-01,6.83,1.0,2.967079316086907
1996-10-01,6.53,0.9800000000000004,1.3355396822407606
1996-11-01,6.2,0.7800000000000002,12.60855830054246
1996-12-01,6.3,0.8300000000000001,23.151876541899675
1997-01-01,6.58,0.9699999999999998,-6.264217279447493
1997-02-01,6.42,0.8899999999999997,-6.5412280716038325
1997-03-01,6.69,0.8900000000000006,6.4451323686985695
1997-04-01,6.89,0.8999999999999995,8.629930717734592
1997-05-01,6.71,0.8399999999999999,3.936082349589709
1997-06-01,6.49,0.7999999999999998,7.436928167147583
1997-07-01,6.22,0.6799999999999997,8.762511424786435
1997-08-01,6.3,0.7400000000000002,3.0865770396650394
1997-09-01,6.21,0.6900000000000004,2.8188241439833117
1997-10-01,6.03,0.5700000000000003,5.962639202120634
1997-11-01,5.88,0.41999999999999993,18.77855080238826
1997-12-01,5.81,0.27999999999999936,23.202384320129443
1998-01-01,5.54,0.2999999999999998,-4.5270664279643995
1998-02-01,5.57,0.2600000000000007,-6.629955524528864
1998-03-01,5.65,0.2600000000000007,6.578607628269362
1998-04-01,5.64,0.2599999999999998,7.84508105632824
1998-05-01,5.65,0.20999999999999996,2.7044793867104344
1998-06-01,5.5,0.08999999999999986,7.25828996096558
1998-07-01,5.46,0.09999999999999964,10.865665411525605
1998-08-01,5.34,0.1299999999999999,6.137506282616734
1998-09-01,4.81,0.09999999999999964,9.15705791847472
1998-10-01,4.53,0.41000000000000014,9.85680195350993
1998-11-01,4.83,0.2999999999999998,14.190844262639901
1998-12-01,4.65,0.13000000000000078,20.45256738449066
1999-01-01,4.72,0.20999999999999996,3.473556551910839
1999-02-01,5.0,0.2999999999999998,-3.356950961831706
1999-03-01,5.23,0.4500000000000002,11.005292544648437
1999-04-01,5.18,0.4899999999999993,9.915516276470848
1999-05-01,5.54,0.6900000000000004,12.802633602131097
1999-06-01,5.9,0.8000000000000007,7.813786741840212
1999-07-01,5.79,0.7599999999999998,11.117493406735445
1999-08-01,5.94,0.7400000000000002,5.835632318621808
1999-09-01,5.92,0.6699999999999999,12.406021844584902
1999-10-01,6.11,0.6800000000000006,18.41936654794263
1999-11-01,6.03,0.4800000000000004,46.022931974835956
1999-12-01,6.28,0.4400000000000004,81.56770295058162
